facility_id,name,city,state,county,lat,lon,field_office,cbsa_name,cbsa_type,days_midnight,avg_midnight_pop,max_midnight_pop
UCSDHCA,University California San Diego Hospital,San Diego,CA,San Diego,32.87519985,-117.2148794,San Diego,"San Diego-Chula Vista-Carlsbad, CA",Metro,15.0,0.1,1.0
UNIVHNJ,University Hospital,Newark,NJ,Essex,40.74063899,-74.19087603,Newark,"New York-Newark-Jersey City, NY-NJ",Metro,61.0,0.3,2.0
UVHSATX,University Hospital,San Antonio,TX,Bexar,29.50705674,-98.57813556,San Antonio,"San Antonio-New Braunfels, TX",Metro,150.0,1.2,5.0
UMCLVNV,University Medical Center,Las Vegas,NV,Clark,36.16038225,-115.1674545,Salt Lake City,"Las Vegas-Henderson-North Las Vegas, NV",Metro,10.0,0.1,2.0
UMCEPTX,University Medical Center of El Paso,El Paso,TX,El Paso,31.7713296,-106.4340021,El Paso,"El Paso, TX",Metro,77.0,0.5,3.0
UMIAHFL,University of Miami Hospital,Miami,FL,Miami-Dade,25.78835029,-80.21564345,Miami,"Miami-Fort Lauderdale-West Palm Beach, FL",Metro,0.0,0.0,0.0
UNMHANM,University of New Mexico Hospital,Albuquerque,NM,Bernalillo,35.08786337,-106.6185127,El Paso,"Albuquerque, NM",Metro,18.0,0.1,1.0
UPMCPPA,Upmc Presbyterian Hospital,Pittsburgh,PA,Allegheny,40.44224705,-79.96092873,Philadelphia,"Pittsburgh, PA",Metro,16.0,0.1,1.0
URSLATX,Ursula Centralized Processing Center,Mcallen,TX,Hidalgo,26.15905836,-98.27020363,Harlingen,"McAllen-Edinburg-Mission, TX",Metro,54.0,21.6,322.0
UTAHCUT,Utah County Jail,Spanish Fork,UT,Utah,40.14931516,-111.6592909,Salt Lake City,"Provo-Orem-Lehi, UT",Metro,0.0,0.0,0.0
UVACVVA,Uva Univ Hospital Center,Charlottesville,VA,Charlottesville,38.0310571,-78.49851008,Washington,"Charlottesville, VA",Metro,2.0,0.0,1.0
UVALDTX,Uvalde County Jail,Uvalde,TX,Uvalde,29.21130057,-99.78564569,San Antonio,"Uvalde, TX",Micro,1.0,0.0,1.0
VTDCORR,VT. Department of Corrections,Waterbury,VT,Washington,44.33372564,-72.75238596,Boston,"Barre, VT",Micro,0.0,0.0,0.0
VALVETX,Val Verde Detention Center,Del Rio,TX,Val Verde,29.37315993,-100.8478472,San Antonio,"Del Rio, TX",Micro,194.0,2.1,23.0
VBHOSTX,Valley Baptist Hospital,Harlingen,TX,Cameron,26.17445998,-97.67072497,Harlingen,"Brownsville-Harlingen, TX",Metro,219.0,6.8,12.0
VWHMCAZ,Valleywise Health Medical Center,Phoenix,AZ,Maricopa,33.45754045,-112.025579,Phoenix,"Phoenix-Mesa-Chandler, AZ",Metro,51.0,0.3,2.0
VCUHOVA,Vcu Health Tappahannock Hospital,Tappahannock,VA,Essex,37.90130269,-76.87888516,Washington,,Rural,1.0,0.0,1.0
VENTUCA,Ventura County Jail,Ventura,CA,Ventura,34.26848745,-119.2114051,Los Angeles,"Oxnard-Thousand Oaks-Ventura, CA",Metro,0.0,0.0,0.0
VENHOLD,Ventura Custody Case,Camarillo,CA,Ventura,34.21409975,-118.9948304,Los Angeles,"Oxnard-Thousand Oaks-Ventura, CA",Metro,9.0,0.2,49.0
VVGMCCA,Victor Valley Global Medical Center,Victorville,CA,San Bernardino,34.52817234,-117.2939222,Los Angeles,"Riverside-San Bernardino-Ontario, CA",Metro,190.0,2.2,7.0
VICTOTX,Victoria County Jail,Victoria,TX,Victoria,28.80026713,-97.0083268,Houston,"Victoria, TX",Metro,38.0,0.3,13.0
VIRBEVA,Virginia Beach,Virginia Beach,VA,Virginia Beach,36.75324963,-76.06190081,Washington,"Virginia Beach-Chesapeake-Norfolk, VA-NC",Metro,10.0,0.0,2.0
VPREGVA,Virginia Peninsula Regional Jail,Williamsburg,VA,James City,37.21660857,-76.60350921,Washington,"Virginia Beach-Chesapeake-Norfolk, VA-NC",Metro,0.0,0.0,0.0
VRK,Vrk Prcs,New York,NY,New York,40.72807334,-74.00559633,New York City,"New York-Newark-Jersey City, NY-NJ",Metro,11.0,0.1,9.0
WAKULFL,Wakulla County Jail,Crawfordville,FL,Wakulla,30.19656538,-84.37729408,Miami,"Tallahassee, FL",Metro,1.0,0.0,1.0
WALTNFL,Walton County DOC,Defuniak Springs,FL,Walton,30.7780307,-86.10312887,Miami,"Crestview-Fort Walton Beach-Destin, FL",Metro,0.0,0.0,0.0
WLTSOFL,Walton County Jail,Defuniak Springs,FL,Walton,30.78346025,-86.1039943,Miami,"Crestview-Fort Walton Beach-Destin, FL",Metro,351.0,21.1,55.0
WARDCND,Ward County Jail,Minot,ND,Ward,48.23365612,-101.2873442,St Paul,"Minot, ND",Metro,258.0,1.7,8.0
NYWASHC,Washington Correctional,Comstock,NY,Washington,43.46521437,-73.43226744,Buffalo,"Glens Falls, NY",Metro,0.0,0.0,0.0
WASHIMD,Washington County Detention,Hagerstown,MD,Washington,39.63950317,-77.76189888,Baltimore,"Hagerstown-Martinsburg, MD-WV",Metro,6.0,0.0,1.0
WAJAIMN,Washington County Jail,Stillwater,MN,Washington,45.0380172,-92.80288302,St Paul,"Minneapolis-St. Paul-Bloomington, MN-WI",Metro,0.0,0.0,0.0
WASHCUT,Washington County Jail,Hurricane,UT,Washington,37.15838619,-113.4122214,Salt Lake City,"St. George, UT",Metro,281.0,8.8,27.0
WASHIAR,Washington County Jail,Fayetteville,AR,Washington,36.03353592,-94.17746959,New Orleans,"Fayetteville-Springdale-Rogers, AR",Metro,346.0,5.4,30.0
WASHOLD,Washington Field Office,Chantilly,VA,Fairfax,38.91143006,-77.45867867,Washington,"Washington-Arlington-Alexandria, DC-VA-MD-WV",Metro,201.0,5.4,67.0
WASHONV,Washoe County Jail,Reno,NV,Washoe,39.57384441,-119.8110119,Salt Lake City,"Reno, NV",Metro,365.0,32.8,63.0
WAUKEWI,Waukesha County Jail,Waukesha,WI,Waukesha,43.02223576,-88.22965085,Chicago,"Milwaukee-Waukesha, WI",Metro,288.0,3.2,18.0
WEBCOTX,Webb County Jail,Laredo,TX,Webb,27.50796861,-99.50523886,Harlingen,"Laredo, TX",Metro,0.0,0.0,0.0
WEBERUT,Weber County Jail,Ogden,UT,Weber,41.24036286,-111.9935134,Salt Lake City,"Ogden, UT",Metro,161.0,3.1,18.0
WWDHDNH,Wentworth Douglas Hospital,Dover,NH,Strafford,43.21340901,-70.87359603,Boston,"Boston-Cambridge-Newton, MA-NH",Metro,42.0,0.2,2.0
WKBHMFL,West Kendall Baptist Hospital,Miami,FL,Miami-Dade,25.67808087,-80.45628462,Miami,"Miami-Fort Lauderdale-West Palm Beach, FL",Metro,73.0,0.6,4.0
WMDBHFL,West Miami Dade Baptist Health Emergency,Miami,FL,Miami-Dade,25.64000251,-80.42243548,Miami,"Miami-Fort Lauderdale-West Palm Beach, FL",Metro,39.0,0.2,2.0
TNWESDF,West Tennessee Detention Facility,Mason,TN,Tipton,35.40742552,-89.54861067,New Orleans,"Memphis, TN-MS-AR",Metro,179.0,138.6,445.0
WVWESTR,Western Regional Jail,Barboursville,WV,Cabell,38.418957,-82.29305146,Philadelphia,"Huntington-Ashland, WV-KY-OH",Metro,63.0,5.6,106.0
WVIRGVA,Western Virginia Regional Jail,Salem,VA,Roanoke,37.25088418,-80.17034186,Washington,"Roanoke, VA",Metro,260.0,2.8,53.0
WMLNDPA,Westmoreland County Jail,Greensburg,PA,Westmoreland,40.30276321,-79.54461724,Philadelphia,"Pittsburgh, PA",Metro,0.0,0.0,0.0
WMHOSCA,White Memorial Hospital,Los Angeles,CA,Los Angeles,34.04931669,-118.2178375,Los Angeles,"Los Angeles-Long Beach-Anaheim, CA",Metro,116.0,0.9,5.0
,Wichita County Jail,Wichita Falls,TX,Wichita,33.88454222,-98.44014177,Dallas,"Wichita Falls, TX",Metro,,,
WILSOTX,Wilson County Jail,Floresville,TX,Wilson,29.14815731,-98.15761162,San Antonio,"San Antonio-New Braunfels, TX",Metro,5.0,0.0,5.0
LAWINCI,Winn Correctional Center,Winnfield,LA,Winn,31.85046438,-92.78139171,New Orleans,,Rural,365.0,1563.4,1745.0
WOODBIA,Woodbury County Jail,Sioux City,IA,Woodbury,42.52061602,-96.35358368,St Paul,"Sioux City, IA-NE-SD",Metro,360.0,57.0,94.0
WOODFKY,Woodford County Sheriff/Jail,Versailles,KY,Woodford,38.04795649,-84.75795972,Chicago,"Lexington-Fayette, KY",Metro,17.0,0.1,4.0
WORCEMD,Worcester County Jail,Snow Hill,MD,Worcester,38.17003656,-75.37565444,Baltimore,"Ocean Pines, MD",Micro,0.0,0.0,0.0
UBRKHWV,Wvu Medicine Berkeley Medical Center,Martinsburg,WV,Berkeley,39.47649468,-77.98042649,Philadelphia,"Hagerstown-Martinsburg, MD-WV",Metro,1.0,0.0,1.0
WYATTRI,Wyatt Detention Facility,Central Falls,RI,Providence,41.8923362,-71.3840132,Boston,"Providence-Warwick, RI-MA",Metro,365.0,108.3,120.0
YAKHOLD,Yakima Sub-Office,Yakima,WA,Yakima,46.61861971,-120.558072,Seattle,"Yakima, WA",Metro,10.0,0.0,4.0
YELLOMT,Yellowstone County Jail,Billings,MT,Yellowstone,45.75579292,-108.5009179,Salt Lake City,"Billings, MT",Metro,0.0,0.0,0.0
YORCOSC,York County Detention Center,York,SC,York,34.98239828,-81.19973823,Atlanta,"Charlotte-Concord-Gastonia, NC-SC",Metro,49.0,0.2,4.0
YORCOPA,York County Prison,York,PA,York,39.98573989,-76.66609663,Philadelphia,"York-Hanover, PA",Metro,213.0,0.6,1.0
YRKHOLD,York Hold Room,York,PA,York,39.9849929,-76.75795911,Philadelphia,"York-Hanover, PA",Metro,68.0,0.3,8.0
YRMDCAZ,Yuma Regional Medical Center,Yuma,AZ,Yuma,32.68316965,-114.6334572,Phoenix,"Yuma, AZ",Metro,6.0,0.0,1.0
